category,name
"Aseo, Baños y Cocinas",Flexi Trampa P/Freg C/Contracanasta
"Aseo, Baños y Cocinas",Flexi Sapo
"Aseo, Baños y Cocinas",Portarrollo P/W.C. De Plastico
"Aseo, Baños y Cocinas",Válvula Descarga Con Flexi-Sapo
"Aseo, Baños y Cocinas","Válvula De Admisión """"Gira Jack"""""
"Aseo, Baños y Cocinas",Cespol Xl P/Lavabo Flex Bote Ch Ext 55 cm
"Aseo, Baños y Cocinas",Cespol xl P/Freg Flex Bote Gde Ext de 55 cm
"Aseo, Baños y Cocinas",Cespol Practico Tipo ''P'' P/Lav
"Aseo, Baños y Cocinas","Cisterna de 5,000 L con Accesorios"
Plomería,Tinaco 750 L c. Accesorios y filtro
Plomería,Tinaco 1100 L c. Accesorios y filtro
Plomería,Tinaco 2500 L c. Accesorios y filtro
Plomería,Tinaco 450 L c. Accesorios Negro
Plomería,Tinaco 750 L c. Accesorios Negro
Plomería,Tinaco 1100 L c. Accesorios Negro
Plomería,Tinaco 450 L c. Accesorios Arena
Plomería,Tinaco 750 L c. Accesorios Arena
Plomería,Tinaco 1100 L c. Accesorios Arena
Plomería,Multiconector con válvula y tuerca
Plomería,Flotador #5
"Aseo, Baños y Cocinas","Manguera Flexible para Fregadero de 55 cm 1/2"""" x 1/2"""""
"Aseo, Baños y Cocinas","Manguera Flexible para Lavabo de 40 cm 1/2"""" x 1/2"""""
"Aseo, Baños y Cocinas","Manguera Flexible para Lavado de 40 cm 1/2"""" x 1/2"""""
"Aseo, Baños y Cocinas","Manguera Flexible para WC de 35 cm 1/2"""" x 7/8"""""
"Aseo, Baños y Cocinas","Manguera Flex para WC 1/2"""" x 7/8"""" 35 cm"
"Aseo, Baños y Cocinas","Válvula De Esfera Soldable De 3/4"""""
"Aseo, Baños y Cocinas","Válvula de compuerta roscable 1/2"""""
"Aseo, Baños y Cocinas","Válvula de compuerta roscable 1"""""
"Aseo, Baños y Cocinas","Válvula de compuerta soldable 1/2"""""
"Aseo, Baños y Cocinas","Válvula de compuerta soldable 3/4"""""
"Aseo, Baños y Cocinas","Válvula de compuerta soldable 1"""""
"Aseo, Baños y Cocinas","Válvula angular compresión 1/2"""""
"Aseo, Baños y Cocinas","Válvula angular compr. hembra 1/2"""" x 1/2"""""
Plomería,"Válvula Bola CPVC 3/4"""""
Plomería,"Válvula Bola CPVC 1/2"""""
"Aseo, Baños y Cocinas",Valvula De Control Angular Roscable Satinado 25CC
"Aseo, Baños y Cocinas",Valvula De Control Roscable a 90° 25E
"Aseo, Baños y Cocinas",Válvula De Esfera Soldable 90° 13 mm 100-IS 13MM
"Aseo, Baños y Cocinas",Válvula De Esfera Soldable  90° 19 mm 100-IS 19MM
"Aseo, Baños y Cocinas",Válvula Expulsora De Aire 13 mm 101
Plomería,"Válvula de bola CPVC 3/4"""""
Plomería,"Válvula de paso PPR 1/2"""""
"Aseo, Baños y Cocinas","Válvula angular 1/2"""""
Plomería,"Válvula Bola CPVC 3/4"""""
Plomería,"Tuerca Unión CPVC 1/2"""""
Plomería,Flotador #5 + Varilla
"Aseo, Baños y Cocinas",Manguera Flexible Para WC 35 cm
Plomería,"Niple Galvanizado 1/2"""" x Roscable"
Plomería,"Niple Galvanizado 1/2"""" x 2"""" - 5  cm"
Plomería,"Niple Galvanizado 1/2"""" x 4"""" - 10 cm"
Plomería,"Niple Galvanizado 1/2"""" x 5"""" - 12.5 cm"
Plomería,"Niple Galvanizado 1/2"""" x 6"""" - 15 cm"
Plomería,"Niple Galvanizado 1/2"""" x 8"""" - 20 cm"
Plomería,"Niple Galvanizado 1/2"""" x 10"""" - 25 cm"
Plomería,"Niple Galvanizado 1/2"""" x 12"""" - 30 cm"
Plomería,"Niple Galvanizado 1/2"""" x 16"""" - 40 cm"
Plomería,"Niple Galvanizado 1/2"""" x 50 cm"
Plomería,"Niple Galvanizado 1/2"""" x 60 cm"
Plomería,"Niple Galvanizado 1/2"""" x 70 cm"
Plomería,"Niple Galvanizado 1/2"""" x 80 cm"
Plomería,"Niple Galvanizado 1/2"""" x 90 cm"
Plomería,"Niple Galvanizado 1/2"""" x 100 cm"
Plomería,"Niple Galvanizado 3/4"""" x 2"""" - 5  cm"
Plomería,"Niple Galvanizado 3/4"""" x 3"""" - 7.5 cm"
Plomería,"Niple Galvanizado 3/4"""" x 4"""" - 10 cm"
Plomería,"Niple Galvanizado 3/4"""" x 6"""" - 15 cm"
Plomería,"Niple Galvanizado 3/4"""" x 8"""" - 20 cm"
Plomería,"Niple Galvanizado 3/4"""" x Roscable"
Plomería,"Niple Galvanizado 3/4"""" x 10"""" - 25 cm"
Plomería,"Niple Galvanizado 3/4"""" x 12"""" - 30 cm"
Plomería,"Niple Galvanizado 1"""" x Roscable"
Plomería,"Niple Galvanizado 1"""" x 2"""" - 5 cm"
Plomería,"Niple Galvanizado 1"""" x 4"""" - 10 cm"
Plomería,"Niple Galvanizado 1"""" x 6"""" - 15 cm"
Plomería,"Niple Galvanizado 1"""" x 10"""" - 25 cm"
Plomería,"Codo 90° Galvanizado 1/2"""""
Plomería,"Codo 90° Galvanizado 3/4"""""
Plomería,"Codo 45° Galvanizado 1/2"""""
Plomería,"Codo 45° Galvanizado 3/4"""""
Plomería,"Tee Galvanizado 1/2"""""
Plomería,"Tee Galvanizado 3/4"""""
Plomería,"Tee Galvanizado 1"""""
Plomería,"Cople Galvanizado 1/2"""""
Plomería,"Cople Galvanizado 3/4"""""
Plomería,"Tuerca Unión Galvanizado 1/2"""""
Plomería,"Tuerca Unión Galvanizado 3/4"""""
Plomería,"Tuerca Unión Galvanizado 1"""""
Plomería,"Tapón Galvanizado 1/2"""""
Plomería,"Tapón Galvanizado 3/4"""""
Plomería,"Tapón Galvanizado 1"""""
Plomería,"Tapón Macho Galvanizado 1/2"""""
Plomería,"Tapón Macho Galvanizado 3/4"""""
Plomería,"Tapón Macho Galvanizado 1"""""
Plomería,"Reducción Bushing Galvanizado 3/4"""" x 1/2"""""
Plomería,"Reducción Bushing Galvanizado 1"""" x 1/2"""""
Plomería,"Reducción Bushing Galvanizado 1"""" x 3/4"""""
Plomería,"Reducción Campana Galvanizado 3/4"""" x 1/2"""""
Plomería,"Reducción Campana Galvanizado 1"""" x 1/2"""""
Plomería,"Reducción Campana Galvanizado 1"""" x 3/4"""""
Plomería,Tubo PPR 32 mm x 4 m
Plomería,Tubo PPR 32 mm x 4 m
Plomería,Tubo PPR 20 mm x 4 m
Plomería,Tubo PPR 20 mm x 4 m
Plomería,Tubo PPR 25 mm x 4 m
Plomería,Tubo PPR 25 mm x 4 m
Plomería,Tubo PPR 32 mm x 4 m
Plomería,Tubo PPR 32 mm x 4 m
Plomería,"Tubo Conduit PVC Ligero 1/2"""" x 3 m Casquillo"
Plomería,"Tubo Conduit PVC Ligero 3/4"""" x 3 m Casquillo"
Plomería,"Tubo Conduit PVC Ligero 1"""" x 3 m Casquillo"
Plomería,"Tubería de PVC ligero 13mm (1/2"""") x 3m"
Plomería,"Tubería de PVC ligero 19mm (3/4"""") x 3m"
Plomería,"Tubería de PVC pesado 3/4"""" x 3m"
Plomería,"Tubo PVC Conduit Pesado 1/2"""" x 3 m"
Plomería,"Tubo PVC Conduit Pesado 3/4"""" x 3 m"
Plomería,"Tubo PVC Conduit Ligero 1/2"""" x 3m"
Plomería,"Tubo PVC Conduit Ligero 3/4"""" x 3m"
Plomería,"Cople PVC Conduit Pesado 1/2"""""
Plomería,"Cople PVC Conduit Pesado 3/4"""""
Plomería,"Caja Cuadrada Conduit 1/2"""""
Plomería,"Caja Cuadrada Conduit 3/4"""""
Plomería,"Tapa Cuadrada Conduit 3/4"""""
Plomería,"Paquete de Conector Conduit PVC Pesado 1"""" x 5 un"
Plomería,"Curva 90° PVC Conduit Pesado 1/2"""""
Plomería,"Curva 90° PVC Conduit Pesado 3/4"""""
Plomería,"Curva 90° PVC Conduit Ligero 1/2"""""
Plomería,"Curva 90° PVC Conduit Ligero 3/4"""""
Plomería,"Cople PVC Conduit Ligero 1/2"""""
Plomería,"Paquete de Cople Conduit PVC Ligero 1"""" x 5 un"
Plomería,"Conector PVC Conduit Pesado 1/2"""""
Plomería,"Conector PVC Conduit Pesado 3/4"""""
Plomería,"Conector PVC Conduit Ligero 1/2"""""
Plomería,"Conector PVC Conduit Ligero 3/4"""""
Electricos,Canaleta Lisa 20 x 12 mm Blanca C/A S/D
Electricos,Canaleta Lisa 20 x 12 mm Blanca C/A S/D
Electricos,Canaleta Lisa 20 x 12 mm Blanca C/A S/D
Electricos,Canaleta Lisa 13 x 7 mm Blanca C/A S/D
Electricos,Canaleta Lisa 13 x 7 mm Blanca C/A S/D
Electricos,Canaleta Lisa 13 x 7 mm Blanca C/A S/D
Electricos,Canaleta Lisa 13 x 7 mm Blanca C/A S/D
Electricos,"Poliflex Naranja de 1/2"""" - 100 m Sin Guia"
Electricos,"Poliflex 3/4"""" Naranja - 50 m Sin Guia"
Electricos,"Flexiplus 1/2"""" Naranja - 100 m Sin Guia"
Electricos,"Flexiplus 3/4"""" Naranja - 50 m Sin Guia"
Electricos,"Econoducto 1/2"""" Naranja sin Guía 100 m"
Electricos,Iu1C16D Interr Termomagnético Din 1P 16A
Electricos,Iu1C20D Interr Termomagnético Din 1P 20A
Electricos,Interruptor De Seguridad 2 Fusibles 30A
Electricos,Interruptor Termo Enchufable 1 Polo 20A
Electricos,Interruptor Termo Enchufable 1 Polo 20A
Electricos,Interruptor Termomagnetico QO 1P 15A
Electricos,Interruptor Termomagnetico QO 1P 15A
Electricos,Interruptor Termomagnetico QO 1P 15A
Electricos,Interruptor Termomagnetico QO 1P 15A
Electricos,Interruptor Termomagnetico QO 1P 30A
Electricos,Interruptor Termomagnetico QO 1P 30A
Electricos,Interruptor Termomagnetico QO 1P 30A
Electricos,Interruptor Termomagnetico QO 1P 30A
Electricos,Inter Term QO 1P. 40 A. Ench 10 kA 240 V 
Electricos,Inter Term QO 1P. 40 A. Ench 10 kA 240 V 
Electricos,Inter Term QO 1P. 40 A. Ench 10 kA 240 V 
Electricos,Inter Term QO 1P. 40 A. Ench 10 kA 240 V 
Electricos,Inter Term QO 1P. 50 A. Ench 10 kA 120 V
Electricos,Inter Term QO 1P. 50 A. Ench 10 kA 120 V
Electricos,Inter Term QO 1P. 50 A. Ench 10 kA 120 V
Electricos,Inter Term QO 1P. 50 A. Ench 10 kA 120 V
Electricos,"Caja de registro sin tapa3"""" X 3"""""
Electricos,"Caja de registro sin tapa4"""" X 4"""""
Electricos,Caja tipo chalupa de 2 X 4rectangular lamina de acero
Electricos,Caja tipo chalupa de 4 X 4cuadrada lamina de acero
Electricos,Centro De Carga De 4 Espacios 60A Sobreponer
Electricos,Centro De Carga De 4 Espacios 60A Sobreponer
Electricos,Centro De Carga De 4 Espacios 60A Sobreponer
Electricos,Centro de Carga de 4 Espacios 60A Empotrar
Electricos,Centro de Carga de 4 Espacios 60A Empotrar
Electricos,Centro de Carga de 4 Espacios 60A Empotrar
Electricos,Centro de Carga de 4 Espacios 60A Empotrar
Electricos,Centro de Carga de 2 Espacios 50A Sobreponer
Electricos,Centro de Carga de 2 Espacios 50A Sobreponer
Electricos,Centro de Carga de 2 Espacios 50A Sobreponer
Electricos,Centro de Carga de 2 Espacios 50A Sobreponer
Electricos,Fusible 30 A Con Agarradera Juego 2 Pz
Electricos,Fusible 30 A Reforzado Granel
Electricos,Fusible 60 A granel
Electricos,Cartucho Fusible Renovable Fibra Vulcanizada 30 A
Electricos,Cartucho Fusible Renovable Fibra Vulcanizada 60 A
Electricos,Fusible 30A
Electricos,Fusible 30A c/jaladera
Electricos,Fusible 60A
Electricos,Fusible reforzado 30A
Electricos,Cable THHW-Ls #12 Rojo Pza 100 m
Electricos,Cable THHW-Ls #12 Rojo Pza 100 m
Electricos,Cable THHW-Ls #12 Negro Pza 100 m
Electricos,Cable THHW-Ls #12 Negro Pza 100 m
Electricos,Cable THHW-Ls #12 Blanco Pza 100 m
Electricos,Cable THHW-Ls #12 Blanco Pza 100 m
Electricos,Cable THHW-Ls #12 Verde Pza 100 m
Electricos,Cable THHW-Ls #12 Verde Pza 100 m
Electricos,Cable THHW-Ls #10 Negro Pza 100 m
Electricos,Cable THHW-Ls #10 Negro Pza 100 m
Electricos,Cable THHW-Ls #10 Blanco Pza 100 m
Electricos,Cable THHW-Ls #10 Blanco Pza 100 m
Electricos,Cable THHW-Ls #10 Rojo Pza 100 m
Electricos,Cable THHW-Ls #10 Rojo Pza 100 m
Electricos,Cable THHW-Ls #10 Verde Pza 100 m
Electricos,Cable THHW-Ls #10 Verde Pza 100 m
Electricos,Cable THHW-Ls #14 Verde Pza 100 m
Electricos,Cable THHW-Ls #14 Verde Pza 100 m
Electricos,Cable THHW-Ls #14 Negro Pza 100 m
Electricos,Cable THHW-Ls #14 Negro Pza 100 m
Electricos,Cable THHW-Ls #14 Blanco Pza 100 m
Electricos,Cable THHW-Ls #14 Blanco Pza 100 m
Electricos,Cable THHW-Ls #14 Rojo Pza 100 m
Electricos,Cable THHW-Ls #14 Rojo Pza 100 m
Electricos,Cable Cal #8 Rojo 100 m - THW
Electricos,Cable Cal #8 Blanco 100 m - THW
Electricos,Cable Cal #10 Rojo 100 m - THW
Electricos,Cable Cal #10 Blanco 100 m - THW
Electricos,Cable Cal #12 Negro 100 m - THW
Electricos,Cable Cal #12 Rojo 100 m - THW
Electricos,Cable Cal #12 Blanco  100 m - THW
Electricos,Cable Cal #14 Negro 100 m - THW
Electricos,Cable RoHS 14 THW-LS / THHW-LS x 100m Blanco
Electricos,Cable RoHS 14 THW-LS / THHW-LS x 100m Blanco
Electricos,Cable RoHS 14 THW-LS / THHW-LS x 100m Verde
Electricos,Cable RoHS 12 THW-LS / THHW-LS x 100m Blanco
Electricos,Cable RoHS 12 THW-LS / THHW-LS x 100m Blanco
Electricos,Cable RoHS 12 THW-LS / THHW-LS x 100m Negro
Electricos,Cable RoHS 12 THW-LS / THHW-LS x 100m Negro
Electricos,Cable RoHS 12 THW-LS / THHW-LS x 100m Rojo
Electricos,Cable RoHS 12 THW-LS / THHW-LS x 100m Rojo
Electricos,Cable RoHS 12 THW-LS / THHW-LS x 100m Verde
Electricos,Cable RoHS 12 THW-LS / THHW-LS x 100m Verde
Electricos,Cable RoHS 10 THW-LS / THHW-LS x 100m Negro
Electricos,Cable RoHS 10 THW-LS / THHW-LS x 100m Negro
Electricos,Cable RoHS 10 THW-LS / THHW-LS x 100m Rojo
Electricos,Cable RoHS 10 THW-LS / THHW-LS x 100m Rojo
Electricos,Cable RoHS 10 THW-LS / THHW-LS x 100m Verde
Electricos,Cable RoHS 10 THW-LS / THHW-LS x 100m Verde
Electricos,Cable THHW-IS #14 Blanco pza 100m
Electricos,Cable THHW-IS #14 Blanco pza 100m
Electricos,Cable THHW-IS #14 Negro pza 100m
Electricos,Cable THHW-IS #14 Negro pza 100m
Electricos,Cable THHW-IS #14 Rojo pza 100m 
Electricos,Cable THHW-IS #14 Rojo pza 100m 
Electricos,"Cable THHW-IS #14 Verde pza 100m """""
Electricos,"Cable THHW-IS #14 Verde pza 100m """""
Electricos,Cable THHW-IS #12 Blanco pza 100m
Electricos,Cable THHW-IS #12 Blanco pza 100m
Electricos,Cable THHW-IS #12 Negro pza 100m
Electricos,Cable THHW-IS #12 Negro pza 100m
Electricos,Cable THHW-IS #12 Rojo pza 100m
Electricos,Cable THHW-IS #12 Rojo pza 100m
Electricos,Cable THHW-IS #12 Verde pza 100m
Electricos,Cable THHW-IS #12 Verde pza 100m
Electricos,Cable THHW-IS #10 Blanco pza 100m
Electricos,Cable THHW-IS #10 Negro pza 100m
Electricos,Cable THHW-IS #10 Negro pza 100m
Electricos,Cable THHW-IS #10 Rojo pza 100m
Electricos,Cable THHW-IS #10 Rojo pza 100m
Electricos,Cable THHW-IS #10 Verde pza 100m
Electricos,Cable THHW-IS #10 Verde pza 100m
Electricos,Cable duplex STP Cal. 14
Electricos,Cable duplex STP Cal. 16
Electricos,Cable duplex STP Cal. 16
Electricos,Cable Flexible Duplex - POT #12 Blanco 100m
Electricos,Cable Flexible Duplex - POT #12 Blanco 100m
Electricos,Cable Flexible Duplex - POT #14 Blanco 100m
Electricos,Cable Flexible Duplex - POT #16 Blanco 100m
Electricos,Cable Flexible Duplex - POT #16 Blanco 100m
Electricos,Cable Pot S.M #12 Cca Kebel 100 m
Electricos,Cable Pot S.M #12 Cca Kebel 100 m
Electricos,Cable Pot S.M #14 Cca Kebel 100 m
Electricos,Cable Pot S.M #16 Cca Kebel 100 m
Electricos,Cable Pot S.M #16 Cca Kebel 100 m
Electricos,Cordón dúplex flexible 2 x 14 SPT x 100 m
Electricos,Cable #10 Blanco Cca Kebel 100 m
Electricos,Cable #10 Blanco Cca Kebel 100 m
Electricos,Cable #10 Negro Cca Kebel 100 m
Electricos,Cable #10 Negro Cca Kebel 100 m
Electricos,Cable #10 Rojo Cca Kebel 100 m
Electricos,Cable #10 Rojo Cca Kebel 100 m
Electricos,Cable #10 Verde Cca Kebel 100 m
Electricos,Cable #10 Verde Cca Kebel 100 m
Electricos,Cable #12 Blanco Cca Kebel 100 m
Electricos,Cable #12 Blanco Cca Kebel 100 m
Electricos,Cable #12 Negro Cca Kebel 100 m
Electricos,Cable #12 Negro Cca Kebel 100 m
Electricos,Cable #12 Rojo Cca Kebel 100 m
Electricos,Cable #12 Rojo Cca Kebel 100 m
Electricos,Cable #12 Verde Cca Kebel 100 m
Electricos,Cable #12 Verde Cca Kebel 100 m
Electricos,Cable #14 Blanco Cca Kebel 100 m
Electricos,Cable #14 Blanco Cca Kebel 100 m
Electricos,Cable #14 Negro Cca Kebel 100 m
Electricos,Cable #14 Negro Cca Kebel 100 m
Electricos,Cable #14 Rojo Cca Kebel 100 m
Electricos,Cable #14 Rojo Cca Kebel 100 m
Electricos,Cable #14 Verde Cca Kebel 100 m
Electricos,Cable #14 Verde Cca Kebel 100 m
Electricos,Cable THHW-LS/THW-LS #8 Negro x 100 m
Electricos,Cable THHW-LS/THW-LS #14 Blanco x 100 m
Electricos,Cable THHW-LS/THW-LS #14 Blanco x 100 m
Electricos,Interruptor Sencillo Marisio - Blanco
Electricos,Apagador sencillo vis cud sobp
Electricos,Apagador 1 Modulo Blanco-Lugano
Electricos,Apagador de 1 Modulo Marfil-Lugano
Electricos,Apag Escalera 1 Mod con Piloto Blanco-Lugano
Electricos,Apagador de paso deslizable desuperficie clásico
Electricos,Apagador oval de superficie clásico granel
Electricos,Contacto sencillo vis ova sobp
Electricos,Interruptor 3 Vías Marisio - Blanco
Electricos,Timbre Inalámbrico B Azul Transmisor AA
Electricos,Timbre Inalámbrico C/Clavija 32 Melodías
Electricos,Timbre oval de superficie clásico granel
Electricos,Zumbador Blanco-Lugano
Electricos,Contacto doble aterrizado naranja soprte metal granel
Electricos,Contacto doble aterrizado sobreponer baquelita granel
Electricos,Contacto industrial aterrizado de plástico granel
Electricos,Contacto oval polarizado de hule granel
Electricos,Contacto Sencillo 1 Modulo Blanco-Lugano
Electricos,Contacto Sencillo 1 Modulo Marfil-Lugano
Electricos,Contacto Sencillo 1 Modulo Negro-Lugano
Electricos,Contacto 1.5 Módulo Blanco
Electricos,Contacto 1.5 Módulo Marfil
Electricos,Placa 1 Modulo Blanca + Toma Tel-Lugano
Electricos,Antena HDTV plana mini ultra delgada
Electricos,Clavija convertidora de hule
Electricos,Clavija sencilla de hule redonda
Electricos,Clavija Bindada Aterrizada Abrazadera
Electricos,Clavija Industrial Metal Aterrizada Granel
Electricos,Clavija Oval Polarizada De Hule Granel
Electricos,Clavija bindada aterrizada c/abrazadera bolsa
Electricos,Clavija polarizada 1pzplástico Bolsa
Electricos,Clavija redonda polarizadade plástico Bolsa
Electricos,Clavija redonda polarizadade plástico granel
Electricos,Clavija Redonda
Electricos,Clavija Tipo Plancha Marfil
Electricos,Placa Ciega Blanca-Lugano
Electricos,Placa 3 Mod + Apag 3 Blanco-Lugano
Electricos,Placa 3 Mod + 3 Apag 1 Mod Blanca-Lugano
Electricos,Placa 3 Mod + Apag y Cont 1.5 Blanca-Lugano
Electricos,Placa Roma Apagador Doble
Electricos,Placa Roma Apagador Sencillo
Electricos,Placa Roma Apagador Y Contacto
Electricos,Placa Roma Contacto Y Apagador Doble
Electricos,Placa Toscana Apagador Y Contacto Doble
Electricos,Placa Napoles contacto doble
Electricos,Placa p/contacto doble naranja granel
Electricos,Placa 1 Modulo Marisio - Blanco
Electricos,Placa 2 Modulos Marisio - Blanco
Electricos,Placa 3 Modulos Marisio - Blanco
Electricos,Portalamparas Redonda 120W - Blanco
Electricos,Portalamparas Cuadrada 120W - Blanco
Electricos,Portalámpara De Baquelita Sencillo Sin Rosca
Electricos,Portalámpara De Baquelita Sencillo Sin Rosca
Electricos,Portalámpara Baquelita Doble Contacto Pol
Electricos,Portalámpara Baquelita Cadena Doble Contacto
Electricos,Portalámpara Baquelita Cadena Doble Contacto
Electricos,Portalámpara De Porcelana Redondo 102 mm
Herramientas,Multimetro DT-830B
Herramientas,Probador De Corriente Bosillo Cable 14 cm
Herramientas,"Electrodo 6013 diametro 1/8"""""
Herramientas,"Electrodo 6013 diametro 5/32"""""
Herramientas,"Cartucho Gas Butano 1/4"""""
Herramientas,Cartucho Gas Butano Válvula Roscada
Electricos,"Foco filamento A19 4W, Azul"
Electricos,"Foco filamento A19 4W, Lila"
Electricos,"Foco LED 3PACK-A19 9W luz blanca, caja color"
Electricos,Foco A60 5W Luz Blanca
Electricos,Foco A60 15W Luz Blanca
Electricos,Foco Led De Emergencia A60 9W Luz Blanca
Electricos,Foco De Led 3 W 85 - 265 V 2700 K
Electricos,Foco Dicroico Luz Fría Mr 16
Electricos,Foco Incandescente E12 Tipo Vela Decorativo 40 W
Electricos,Foco Incandescente E27 Tipo Vela Decorativo 40 W
Electricos,Foco Incandescente Refrigerador Blanco 25 W
Electricos,Foco Incandescente Refrigerador Transparente 40 W
Electricos,Paquete de 10 Focos LED A19 12W Luz Blanca
Electricos,Paquete de 10 Focos LED A19 7W Luz Blanca
Electricos,Paquete de 10 Focos LED A19 5W Luz Blanca
Electricos,Paquete de 10 Focos LED A19 15W Luz Blanca
Electricos,Paquete de 10 Focos LED A19 12W Luz Cálida
Electricos,Lámparas de Led 12W 3K
Electricos,Lámpara de LED 16W
Electricos,Lámpara de LED 20W
Electricos,Lámpara Circular S/Poner 12 W Luz Fría
Electricos,Lámpara De Noche Gato Luz Incandescente 4 W
Electricos,Lámpara De Techo  32 W Slim
Electricos,Lámpara Led A19 9 W Luz Blanca
Electricos,Plafón Redondo 76 W Milán
Electricos,Portalámpara Baquelita Negra
Electricos,"Portalampara sencillo, baquelita"
Electricos,Ae- 145N P/Lamp.C/Recept.Baque.Embolsado
Electricos,Ae- 133-Al P/Lamp.Red 92.5Mm .Embolsa
Electricos,"Portalamp redon porce techo 3"""""
Electricos,Portalámpara tipo anuncio E-26
Electricos,Foco Led 3 W 85-265 V 6500 K
Electricos,Foco Led 6 W 100-240 6500 K
Electricos,Foco Led 9 W 100-240 6500 K
Electricos,Reflector 50 W Super Slim
Electricos,Reflector Para Empotrar 3 x 1 W (Ojo De Buey) 6500 K
Electricos,Reflector Para Empotrar 3 x 1 W (Ojo De Buey) 6500 K
Electricos,Multicontacto 6 Entradas Genérico
Electricos,Multicontacto Barra 6 Contactos Y 2 Entradas Usb 14 Awg
Electricos,Multicontacto Blanco 6 Entradas C/Luz Indicadora 14 Awg
Electricos,Multicontacto Inteligentecon Usb
Electricos,Multicontacto 3 Entradas Uso Rudo
Electricos,Multicontacto 3 Entradas Uso Rudo
Electricos,Multicontacto 3 Entrada Uso Rudo Tipo Triángulo
Electricos,Multicont ater 3 ent
Electricos,Multicont ater 6 ent
Electricos,Adaptador Naranja Convertidor A Tierra 1 Pz
Electricos,Adaptador bco granel polarizado convertidor a tierra
Electricos,Adaptador movible tipo bisagra3 contactos polarizado
Electricos,Adaptador naranja 1pz polarizconvertidor a tierra Bolsa / 1
Electricos,Extensión Doméstica 10 m  5 Amp
Electricos,Extensión Doméstica 2 m 5 Amp
Electricos,Extensión Doméstica 3 m 5 Amp
Electricos,Extensión Doméstica 4 m 5 Amp
Electricos,Extensión Doméstica 5 m 5 Amp
Electricos,Extensión Doméstica 5 m 5 Amp
Electricos,Extensión Doméstica 6 m 5 Amp
Electricos,Extensión Doméstica 8 m 5 Amp
Electricos,Extensión Blanca Dom 2 m C/Fajilla
Electricos,Extensión Blanca Dom 5 m C/Fajilla
Electricos,Extensión Blanca Dom 8 m C/Fajilla
Electricos,Extensión Blanca Dom 10 m C/Fajilla
Electricos,Extensión electrodoméstica SPT 5m
Electricos,Extensión electrodoméstica SPT 10m
Electricos,Extensión electrodoméstica SPT-2 16 AWG verde 3m
Electricos,Extensión electrodoméstica SPT-2 16 AWG verde 5m
Electricos,Energizer 2025 Boton Litio Blister 1 un
Electricos,Eveready CarbonoZinc 9V Blister 1 un
Electricos,Eveready CarbonoZinc C Blister 2 und
Electricos,Eveready CarbonoZinc D Blister 2 und
Electricos,Energizer Max AA Blister 4 und
Electricos,Energizer Max AA Blister 4 und
Electricos,Energizer Max AA Blister 4 und
Electricos,Energizer Max C Blister 2 und
Electricos,Energizer Max C Blister 2 und
Electricos,Energizer Max D Blister 2 und
Electricos,Energizer Max D Blister 2 und
Electricos,Energizer Max D Blister 2 und
Electricos,Energizer Max 9V Blister 1 un
Electricos,Eveready CarbonoZinc AAA Blister 4 und
Electricos,Eveready CarbonoZinc AA Blister 4 und
Electricos,Conector a tope aislado (PVC) Rojo 100 und
Electricos,Conector a tope aislado (PVC) Azul 100 und
Electricos,Capuchón Azul roscable (PVC) x 100 und
Electricos,Capuchón Anaranjado roscable (PVC) x 100 und
Electricos,Capuchón Amarillo roscable (PVC) x 100 und
Electricos,Capuchón Blanco ponchable calibre 14 x 100 und
Electricos,Capuchón Azul roscable con ceja x 100 und
Herramientas,"Caja de herramientas 16"""""
Herramientas,Pistola calafateadora lisa
Herramientas,Pistola calafateadora tipo esqueleto sencilla
Herramientas,Pistola Calafateadora Cremallera
Herramientas,"Pistola Eléctrica De Pegamento 12 W Barras De 5/16"""""
Herramientas,Flota 9 1/2 x 3/4 mango madera acabado aspero
Herramientas,Flota 9 1/2 x 3/4 mango plástico acabado aspero
Herramientas,Flota 9 1/2 x 4 mango plástico acabado liso
Herramientas,Juego pinzas elect dble plast3pz -Ref 142049.
Herramientas,Cuchara  para albañil 9 filadelfia
Herramientas,Cuchara para albañil 10 filadelfia
Herramientas,"Remachadora clásica 10"""" con 60remaches"
Herramientas,"Remachadora semi-profesional de 10"""" con remaches"
Herramientas,Cortador de tubo de cobre hasta 1 1/8  clásico
Herramientas,Cortador de vidrio de 1 cuchilla de 5.3 mm
Herramientas,Tijera para hojalatero 10''
Herramientas,"Cuchilla de Rep para Cortaperno AK de 24"""""""""
Herramientas,Cuchilla corta azulejos
Herramientas,Cortador de vidrio
Herramientas,Cortador de tubo Plastico
Herramientas,Corta azulejos de 40 cm
Herramientas,Segueta Bimetálica 12'' 18 DPP
Herramientas,Arco mini p/segueta 12'' aluminio
Herramientas,Arco p/segueta 12'' ajustablecacha abierta
Herramientas,Seguetas bimetálicas 12 juego2 pz 18 y 24 dpp
Herramientas,Seguetas caladora zanco Umad y plast 6 dpp jgo 5 pz
Herramientas,Seguetas caladora zanco Umad met y plast jgo 16 pz
Herramientas,"Segueta para caladora zanco ""T"" 6 dpp cortes curvos en madera 5pc/set, MOD T-244-D"
Herramientas,"Mini arco para segueta de 12"""""
Herramientas,Segueta bimetálica 24 dientes 30 cm
Herramientas,Serrote para madera 24 6 dpp
Herramientas,Serrucho para tablarroca
Herramientas,"Tijeras 17"""" Corte De Cetos Mango De Madera"
