category,name
Plomería,Dados M-H De 25 mm
Plomería,Dados M-H De 32 mm
Plomería,Dados M-H De 32 mm
Plomería,"Adaptador Macho CPVC 3/4"""""
Plomería,"Adaptador Macho CPVC 3/4"""""
Plomería,"Adaptador Hembra CPVC 3/4"""""
Plomería,"Adaptador Hembra CPVC 3/4"""""
Plomería,"Adaptador Hembra CPVC 1/2"""""
Plomería,"Adaptador Hembra CPVC 1/2"""""
Plomería,"Adaptador Macho CPVC 1/2"""""
Plomería,"Adaptador Macho CPVC 1/2"""""
Plomería,"Codo 45° PVC C40 1/2"""" Cementar"
Plomería,"Codo 90° PVC C40 1"""" Cementar"
Plomería,"Codo 90° PVC C40 3/4"""" Cementar"
Plomería,"Codo 90° PVC C40 1/2"""" Cementar"
Plomería,"Codo 45° PVC C40 3/4"""" Cementar"
Plomería,"Codo 90° C-40 1/2"""""
Plomería,"Cople C-40 3/4"""""
Plomería,"Codo 90° C-40 3/4"""""
Plomería,Codo 45° PPR Lusaplus 20
Plomería,"Codo 90° C-40 1"""""
Plomería,"Codo 90° CPVC 1"""""
Plomería,"Codo 45° CPVC 1/2"""""
Plomería,"Codo 45° CPVC 1/2"""""
Plomería,"Codo 90° CPVC 1/2"""""
Plomería,"Codo 90° CPVC 1/2"""""
Plomería,"Codo 90° CPVC 3/4"""""
Plomería,"Codo 90° CPVC 3/4"""""
Plomería,"Codo 90° PVC C40 1/2"""" Cementar"
Plomería,"Codo 90° PVC C40 3/4"""" Cementar"
Plomería,"Codo 45° PVC C40 3/4"""" Cementar"
Plomería,"Codo 45° PVC C40 1/2"""" Cementar"
Plomería,"Tee PVC C40 1"""" Cementar"
Plomería,"Tee PVC C40 3/4"""" Cementar"
Plomería,"Tee PVC C40 1/2"""" Cementar"
Plomería,"Tee C-40 1/2"""""
Plomería,"Tee CPVC 1/2"""""
Plomería,"Tee CPVC 1/2"""""
Plomería,"Tee CPVC 3/4"""""
Plomería,"Tee CPVC 3/4"""""
Plomería,"Tee C-40 x 3/4"""""
Plomería,"Tee C-40 x 1"""""
Plomería,"Cople PVC C40 1"""" Cementar"
Plomería,"Cople PVC C40 3/4"""" Cementar"
Plomería,"Cople PVC C40 1/2"""" Cementar"
Plomería,"Cople C-40 x 1"""""
Plomería,"Cople PVC C40 1"""" Cementar"
Plomería,"Tapa Hembra PVC C40 1"""" Cementar"
Plomería,"Tapa Hembra C40 1/2"""" Cementar"
Plomería,"Tapa Hembra PVC C40 3/4"""" Cementar"
Plomería,"Tapon CPVC 1/2"""""
Plomería,"Tapon C-40 1/2"""""
Plomería,"Tapon CPVC 3/4"""""
Plomería,"Tapón C-40 x 3/4"""""
Plomería,"Tapón C-40 x 1"""""
Plomería,"Tapa Hembra PVC C40 1"""" Cementar"
Plomería,"Tapa Hembra C40 1/2"""" Cementar"
Plomería,"Tapa Hembra PVC C40 3/4"""" Cementar"
Plomería,"Cople Sanitario 40 mm - 1-1/2"""""
Plomería,"Cople Sanitario 40 mm - 1-1/2"""""
Plomería,"Cople Sanitario 50 mm - 2"""""
Plomería,"Cople Sanitario 50 mm - 2"""""
Plomería,"Cople Sanitario 75 mm - 3"""""
Plomería,"Cople Sanitario 110 mm - 4"""""
Plomería,"Cople Sanitario 110 mm - 4"""""
Plomería,"Cople Sanitario 160 mm - 6"""""
Plomería,"Cople Sanitario 160 mm - 6"""""
Plomería,"Cople Sanitario 160 mm - 6"""""
Plomería,"Reducción Bushing Sanitaria 2"""" x 1-1/2"""""
Plomería,"Reducción Bushing Sanitaria 3"""" x 2"""""
Plomería,"Reducción Bushing Sanitaria 4"""" x 2"""""
Plomería,"Reducción Bushing Sanitaria 4"""" x 3"""""
Plomería,"Reducción Bushing Sanitaria 6"""" x 4"""""
Plomería,"Codo 90° PVC Sanitario 4"""" trasera 2"""""
Plomería,"Codo 90° PVC Sanitario 4"""" lat. y trasera 2"""""
Plomería,"Reducción Excentrica Sanitario 75 x 50mm - 3"""" x 2"""""
Plomería,"Reducción Excentrica Sanitario 50 x 40mm - 2"""" x 1-1/2"""""
Plomería,"Reducción Excentrica Sanitario 110 x 50mm - 4"""" x 2"""""
Plomería,"Reducción Excentrica Sanitario 110 x 75mm - 4"""" x 3"""""
Plomería,"Reducción Excentrica Sanitario 160 x 110mm - 6"""" x 4"""""
Plomería,"Codo 45° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 160mm - 6"""" cementar"
Plomería,"Codo 90° PVC Sanitario 160mm - 6"""" cementar"
Plomería,"Codo 90° PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 4"""" lat. y trasera 2"""""
Plomería,"Codo 90° PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 160mm - 6"""" cementar"
Plomería,"Codo 45° PVC Sanitario 160mm - 6"""" cementar"
Plomería,"Codo 45° PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Codo 90° PVC San. 110mm - 4"""" S. Tr 50mm - 2"""""
Plomería,"Codo 90° PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Codo Sanitario Cementar C/S Lat 50mm - 2"""""
Plomería,"Codo 45° PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Codo 45° PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Codo Sanitario Cementar C/S Tr 50mm - 2"""""
Plomería,"Codo 90° PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 90° PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 40mm-1-1/2"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 40mm-1-1/2"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 50  mm - 2"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 50  mm - 2"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 50  mm - 2"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 75 mm - 3"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 75 mm - 3"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 75 mm - 3"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 110 mm - 4"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 110 mm - 4"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 110 mm - 4"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 160 mm - 6"""" Cementar"
Plomería,"Codo 90° Pvc Sanitario 160 mm - 6"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 40 mm-1-1/2"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 40 mm-1-1/2"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 40 mm-1-1/2"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 50 mm - 2"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 50 mm - 2"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 75 mm - 3"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 75 mm - 3"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 75 mm - 3"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 110 mm - 4"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 110 mm - 4"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 110 mm - 4"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 160 mm - 6"""" Cementar"
Plomería,"Codo 45° Pvc Sanitario 160 mm - 6"""" Cementar"
Plomería,"Tee Sanitario Cementar 40mm - 1-1/2"""""
Plomería,"Tee Sanitario Cementar 40mm - 1-1/2"""""
Plomería,"Tee Reducida Sanitario Cementar 110 x 50mm - 4"""" x 2"""""
Plomería,"Tee Sanitario Cementar 75mm - 3"""""
Plomería,"Tee Sanitario Cementar 75mm - 3"""""
Plomería,"Tee Sanitario Cementar 110mm - 4"""""
Plomería,"Tee Sanitario Cementar 110mm - 4"""""
Plomería,"Tee Sanitario Cementar 110mm - 4"""""
Plomería,"Tee Sanitario Cementar 160mm - 6"""""
Plomería,"Tee Sanitario Cementar 50mm - 2"""""
Plomería,"Tee Sanitario Cementar 50mm - 2"""""
Plomería,"Tee Sanitario Cementar 50mm - 2"""""
Plomería,"Tee Sanitario Cementar 110mm - 4"""""
Plomería,"Tee Sanitario Cementar 110mm - 4"""""
Plomería,"Tee Sanitario Cementar 110mm - 4"""""
Plomería,"Tee Sanitario Cementar 50mm - 2"""""
Plomería,"Tee Sanitario Cementar 50mm - 2"""""
Plomería,"Tee Sanitario Cementar 50mm - 2"""""
Plomería,"Tee Sanitario Cementar 40mm - 1-1/2"""""
Plomería,"Tee Sanitario Cementar 40mm - 1-1/2"""""
Plomería,"Tee Sanitario Cementar 40 mm - 1-1/2"""""
Plomería,"Tee Sanitario Cementar 40 mm - 1-1/2"""""
Plomería,"Tee Sanitario Cementar 50 mm - 2"""""
Plomería,"Tee Sanitario Cementar 50 mm - 2"""""
Plomería,"Tee Sanitario Cementar 50 mm - 2"""""
Plomería,"Tee Sanitario Cementar75 mm - 3"""""
Plomería,"Tee Sanitario Cementar75 mm - 3"""""
Plomería,"Tee Sanitario Cementar110 mm - 4"""""
Plomería,"Tee Sanitario Cementar110 mm - 4"""""
Plomería,"Tee Sanitario Cementar110 mm - 4"""""
Plomería,"Tee Sanitario Cementar 160 mm - 6"""""
Plomería,"Cople PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Cople PVC Sanitario 50mm - 2"""" Cementar"
Plomería,"Cople PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Cople PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Cople PVC Sanitario 40mm - 1-1/2"""" Cementar"
Plomería,"Cople PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Cople PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Cople PVC Sanitario 160mm - 6"""" cementar"
Plomería,"Cople PVC Sanitario 160mm - 6"""" cementar"
Plomería,"Cople PVC Sanitario 160mm - 6"""" cementar"
Plomería,"Cople PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Cople PVC Sanitario 110mm - 4"""" Cementar"
Plomería,"Cople PVC Sanitario 75mm - 3"""" Cementar"
Plomería,"Yee Sanitario Cementar 160mm - 6"""""
Plomería,"Yee Sanitario Cementar 160mm - 6"""""
Plomería,"Yee Sanitario Cementar 50mm - 2"""""
Plomería,"Yee Sanitario Cementar 50mm - 2"""""
Plomería,"Yee Sanitario Cementar 40mm - 1-1/2"""""
Plomería,"Yee Sanitario Cementar 40mm - 1-1/2"""""
Plomería,"Yee Sanitario Cementar 75mm - 3"""""
Plomería,"Yee Sanitario Cementar 75mm - 3"""""
Plomería,"Yee Sanitario Cementar 75mm - 3"""""
Plomería,"Yee Sanitario Cementar 110mm - 4"""""
Plomería,"Yee Sanitario Cementar 110mm - 4"""""
Plomería,"Yee Sanitario Cementar 110mm - 4"""""
Plomería,"Yee Reducida Sanitario Cementar 110 x 50mm - 4"""" x 2"""""
Plomería,"Yee Sanitario Cementar 110mm - 4"""""
Plomería,"Yee Sanitario Cementar 110mm - 4"""""
Plomería,"Yee Sanitario Cementar 110mm - 4"""""
Plomería,"Yee Sanitario Cementar 40mm - 1-1/2"""""
Plomería,"Yee Sanitario Cementar 40mm - 1-1/2"""""
Plomería,"Yee Sanitario 40 mm - 1-1/2"""""
Plomería,"Yee Sanitario 40 mm - 1-1/2"""""
Plomería,"Yee Sanitario 50 mm - 2"""""
Plomería,"Yee Sanitario 50 mm - 2"""""
Plomería,"Yee Sanitario 75 mm - 3"""""
Plomería,"Yee Sanitario 75 mm - 3"""""
Plomería,"Yee Sanitario 75 mm - 3"""""
Plomería,"Yee Sanitario 110 mm - 4"""""
Plomería,"Yee Sanitario 110 mm - 4"""""
Plomería,"Yee Sanitario 110 mm - 4"""""
Plomería,"Yee Sanitario 160 mm - 6"""""
Plomería,"Yee Sanitario 160 mm - 6"""""
Plomería,"Tapa Sanitario Inserción 50mm - 2"""""
Plomería,"Tapa Sanitario Inserción 50mm - 2"""""
Plomería,"Tapa Sanitario Inserción 110mm - 4"""""
Plomería,"Tapa Sanitario Inserción 110mm - 4"""""
Plomería,"Tapa Sanitario Inserción 75mm - 3"""""
Plomería,"Tapa Sanitario Inserción 75mm - 3"""""
Plomería,"Tapa Sanitario Inserción 160mm - 6"""""
Plomería,"Tapa Sanitario Inserción 160mm - 6"""""
Plomería,"Tapa Sanitario Inserción 160mm - 6"""""
Plomería,"Tapa Sanitario Inserción 40mm - 1-1/2"""""
Plomería,"Tapa Sanitario Inserción 40mm - 1-1/2"""""
Plomería,"Tapa Sanitario Inserción 75mm - 3"""""
Plomería,"Tapa Sanitario Inserción 75mm - 3"""""
Plomería,"Tapón Sanitario 40 mm - 1-1/2"""""
Plomería,"Tapón Sanitario 40 mm - 1-1/2"""""
Plomería,"Tapón Sanitario 50 mm - 2"""""
Plomería,"Tapón Sanitario 50 mm - 2"""""
Plomería,"Tapón Sanitario 75 mm - 3"""""
Plomería,"Tapón Sanitario 75 mm - 3"""""
Plomería,"Tapón Sanitario 110 mm - 4"""""
Plomería,"Tapón Sanitario 110 mm - 4"""""
Plomería,"Tapón Sanitario 160 mm - 6"""""
Plomería,"Tapón Sanitario 160 mm - 6"""""
Plomería,"Tapón Sanitario 160 mm - 6"""""
Plomería,"Reducción Bushing CPVC 3/4"""" x 1/2"""""
Plomería,"Reducción Bushing CPVC 3/4"""" x 1/2"""""
Plomería,"Reducción Bushing CPVC 1"""" x 1/2"""""
Plomería,"Reducción Bushing CPVC 1"""" x 3/4"""""
Plomería,"Reducción Bushing CPVC 1"""" x 3/4"""""
Plomería,Válvula de Esfera 20 mm
Plomería,Válvula de Esfera 20 mm
Plomería,Válvula de Esfera 25 mm
Plomería,Válvula de Esfera 25 mm
Plomería,Válvula de Esfera 32 mm
Plomería,Válvula de Esfera 32 mm
Plomería,"Adaptador Hembra CPVC 1/2"""""
Plomería,"Adaptador Hembra CPVC 1/2"""""
Plomería,"Adaptador Hembra CPVC 1/2"""" Rosca Metálica"
Plomería,"Adaptador Macho CPVC 1/2"""""
Plomería,"Adaptador Macho CPVC 1/2"""""
Plomería,"Adaptador Macho CPVC 1"""""
Plomería,"Adaptador Macho CPVC 1"""""
Plomería,"Adaptador Hembra CPVC 1"""""
Plomería,"Adaptador Hembra CPVC 3/4"""""
Plomería,"Adaptador Hembra CPVC 3/4"""""
Plomería,"Adaptador Hembra CPVC 1"""""
Plomería,"Adaptador Macho CPVC 1"""""
Plomería,"Adaptador Macho CPVC 1"""""
Plomería,"Adaptador Macho CPVC 1/2"""""
Plomería,"Adaptador Macho CPVC 1/2"""""
Plomería,"Adaptador Macho CPVC 3/4"""""
Plomería,"Adaptador Macho CPVC 3/4"""""
Plomería,"Adaptador Macho CPVC 1"""""
Plomería,"Adaptador Macho CPVC 1"""""
Plomería,"Adaptador Hembra CPVC 1/2"""""
Plomería,"Adaptador Hembra CPVC 1/2"""""
Plomería,"Adaptador Hembra CPVC 3/4"""""
Plomería,"Adaptador Hembra CPVC 3/4"""""
Plomería,"Adaptador Hembra CPVC 1"""""
Plomería,"Adaptador Macho CPVC 1/2"""""
Plomería,"Codo 90° CPVC 1/2"""""
Plomería,"Codo 90° CPVC 1/2"""""
Plomería,"Codo 45° CPVC 1/2"""""
Plomería,"Codo 45° CPVC 1/2"""""
Plomería,"Codo 45° CPVC 3/4"""""
Plomería,"Codo 45° CPVC 3/4"""""
Plomería,"Codo 45° CPVC 1"""""
Plomería,"Codo 90° CPVC 3/4"""""
Plomería,"Codo 90° CPVC 3/4"""""
Plomería,"Adaptador Macho CPVC 3/4"""""
Plomería,"Adaptador Macho CPVC 3/4"""""
Plomería,"Adaptador Hembra CPVC 3/4"""" Rosca Metálica"
Plomería,"Codo 90° CPVC 1/2"""""
Plomería,"Codo 90° CPVC 1/2"""""
Plomería,"Codo 90° CPVC 3/4"""""
Plomería,"Codo 90° CPVC 3/4"""""
Plomería,"Codo 90° CPVC 1"""""
Plomería,"Codo 45° CPVC 1/2"""""
Plomería,"Codo 45° CPVC 1/2"""""
Plomería,"Codo 45° CPVC 3/4"""""
Plomería,"Codo 45° CPVC 3/4"""""
Plomería,"Codo 45° CPVC 1"""""
Plomería,"Codo 90° CPVC 1/2"""""
Plomería,"Codo 45° CPVC 1/2"""""
Plomería,"Codo 45° CPVC 1/2"""""
Plomería,"Codo 90° CPVC 3/4"""""
Plomería,"Codo 90° CPVC 1"""""
Plomería,"Adaptador Hembra CPVC 1/2"""""
Plomería,"Adaptador Hembra CPVC 3/4"""""
Plomería,Codo M-H 45º de 20 mm
Plomería,Codo M-H 45º de 25 mm
Plomería,"Tee CPVC 3/4"""""
Plomería,"Tee CPVC 3/4"""""
Plomería,"Tee CPVC 1/2"""""
Plomería,"Tee CPVC 1/2"""""
Plomería,"Tee CPVC 1"""""
Plomería,"Tee CPVC 1"""""
Plomería,"Tee CPVC 1"""""
Plomería,"Tee CPVC 1"""""
Plomería,"Tee CPVC 1/2"""""
Plomería,"Tee CPVC 1/2"""""
Plomería,"Tee CPVC 3/4"""""
Plomería,"Tee CPVC 3/4"""""
Plomería,"Tee CPVC 1"""""
Plomería,"Tee CPVC 1"""""
Plomería,"Tee CPVC 1"""" "
Plomería,"Tee CPVC 3/4"""" "
Plomería,"Cople CPVC 1"""""
Plomería,"Cople CPVC 1/2"""""
Plomería,"Cople CPVC 1/2"""""
Plomería,"Cople CPVC 3/4"""""
Plomería,"Cople CPVC 3/4"""""
Plomería,"Cople CPVC 1"""""
Plomería,"Cople CPVC 1/2"""""
Plomería,"Cople CPVC 1/2"""""
Plomería,"Cople CPVC 3/4"""""
Plomería,"Cople CPVC 3/4"""""
Plomería,"Cople CPVC 1"""""
Plomería,"Tuerca Unión CPVC 1/2"""""
Plomería,"Tuerca Unión CPVC 3/4"""""
Plomería,"Tapa Hembra CPVC 1/2"""""
Plomería,"Tapa Hembra CPVC 3/4"""""
Plomería,"Tapa Hembra CPVC 3/4"""""
Plomería,"Tapon CPVC 1"""""
Plomería,"Tapa CPVC 1/2"""""
Plomería,"Tapa CPVC 3/4"""""
Plomería,"Tapa CPVC 3/4"""""
Plomería,"Tapa CPVC 1"""""
Plomería,"Tapa Hembra CPVC 1/2"""" "
Plomería,Tapon de Reparación
Plomería,"Reducción Bushing CPVC 3/4"""" x 1/2"""" "
Plomería,"Reducción Bushing CPVC 3/4"""" x 1/2"""" "
Plomería,"Reducción Bushing CPVC 1"""" x 3/4"""""
Plomería,"Reducción Bushing CPVC 1"""" x 3/4"""""
Plomería,Regulador c. punta pol suave con maneral
Plomería,Cartucho Gas Butano 275 g - 500 ml 1705
Plomería,Cartucho Gas Estufa Portátil 220 g
Plomería,"Fléxico aluminio gas FGA 3/8"""" x 2m"
Plomería,Manguera Alugas 3/8 F x 3/8 F x 100 cm
Plomería,Manguera Alugas 3/8 F x 3/8 F x 150 cm
Plomería,Manguera Alugas 3/8 F x 3/8 F x 200 cm
Plomería,Manguera Alugas 3/8 F x 3/8 F x 60 cm
Plomería,Manguera Alugas Pig Tail x 55 cm
Plomería,Regulador baja presión R1 universal sin acc.
Plomería,Regulador baja presión R1
"Aseo, Baños y Cocinas",Cílindro para Gas Lp 20 kg
"Aseo, Baños y Cocinas",Cílindro para Gas Lp 20 lb con válvula VII
"Aseo, Baños y Cocinas",Cílindro para Gas Lp 30 kg
"Aseo, Baños y Cocinas",Tanque estacionario 120 l horizontal
"Aseo, Baños y Cocinas",Tanque estacionacio 180 l horizontal
"Aseo, Baños y Cocinas",Tanque estacionario 300 l horizontal
"Aseo, Baños y Cocinas",Tanques de Gas Lp 4 kg Cilindro
Plomería,Pasta para Soldar 75g
Plomería,Soldadura Omega Sólida 95/5 450 g
Plomería,Soldadura Omega Sólida 95/5 3 m
Plomería,Soldadura Omega Sólida 95/5 MINI 48 g
Plomería,Soldadura Omega Sólida 50 450 g
Plomería,Soldadura Omega Sólida 50 3 m
Plomería,Soldadura Omega Sólida 50 MINI 70 g
Plomería,Soldadura Omega Sólida 1/2 1/2 450 g
Plomería,Soldadura Omega Sólida 1/2 1/2 MINI 85 g
Plomería,Soldadura Omega Sólida 1/2 1/2 3 m
Plomería,Soldadura Omega Barra 1/2 1/2 500 g
Plomería,Cemento PVC Sanitario Dorado Tubo 50 g
Plomería,Cemento PVC Sanitario Dorado 75 ml
Plomería,Cemento PVC Sanitario Dorado 125 ml
Plomería,Cemento PVC Sanitario Dorado 250 ml
Plomería,Cemento PVC Sanitario Dorado 500 ml
Plomería,Cemento PVC Azul Hidráulico Tubo 50 g
Plomería,Cemento PVC Azul Hidráulico MINIPIT
Plomería,Cemento PVC Azul Hidráulico 125 ml
Plomería,Cemento PVC Azul Hidráulico 250 ml
Plomería,Cemento PVC Azul Hidráulico 500 ml
Plomería,Cemento CPVC Tubo 50 g
Plomería,Cemento CPVC 125 ml
Plomería,Cemento CPVC 250 ml
Plomería,Pasta Eco Tech sin Lija 100 g
Plomería,"Tubo de cobre 1/2"""" Cobrecel tipo N X 6.1m"
Plomería,"Tubo de cobre 3/4"""" Cobrecel tipo N X 6.1m"
Plomería,"Tubo cobre Rig M 1/2"""" 13 mm x 6.10 m"
Plomería,"Tubo cobre Rig M 3/4"""" 19 mm x 6.10 m"
Plomería,"Tubo cobre Rig M 1"""" 25 mm x 6.10 m"
Plomería,"Tubo cobre Rig L 1/2"""" 13 mm x 6.10 m"
Plomería,"Tubo cobre Rig L 3/4"""" 19 mm x 6.10 m"
Plomería,"Tubo cobre Rig L 1"""" 25 mm x 6.10 m"
Plomería,"Tubo cobre Rig N 1/2"""" 13 mm x 3.05 m"
Plomería,"Tubo cobre Rig N 3/4"""" 19 mm x 3.05 m"
Plomería,"Tubo cobre Rig N 1"""" 25 mm x 3.05 m"
Plomería,"Tubo cobre Rig M 1/2"""" 13 mm x 3.05 m"
Plomería,"Tubo Cobre Rig M 3/4"""" 19 mm x 3.05 m"
Plomería,"Tubo Cobre Rig M 1"""" 25 mm x 3.05 m"
Plomería,"Tubo Cobre Rig L 1/2"""" 13 mm x 3.05 m"
Plomería,"Tubo Cobre Rig L 3/4"""" 19 mm x 3.05 m"
Plomería,"Tubo Cobre Rig M 1/2"""" 13 mm x 6.10 m"
Plomería,"Tubo Cobre Rig M 3/4"""" 19 mm x 6.10 m"
Plomería,"Tubo Cobre Rig L 1/2"""" 13 mm x 6.10 m"
Plomería,"Tubo Cobre Rig N 1/2"""" 13 mm x 6.10 m"
Plomería,"Tubo Cobre Rig N 3/4"""" 19 mm X 6.10 m"
Plomería,"Codo de Cobre 90º 1/2"""""
Plomería,"Codo de Cobre 90º 1/2"""""
Plomería,"Codo de Cobre 90º 3/4"""""
Plomería,"Codo de Cobre 45º 1/2"""""
Plomería,"Codo de Cobre 45º 3/4"""""
Plomería,"Codo de Cobre 90º Rosca Interior 1/2"""""
Plomería,"Cople de Cobre 1/2"""""
Plomería,"Cople de Cobre 3/4"""""
Plomería,"Reducción Bushing de Cobre 3/4"""" x 1/2"""""
Plomería,"Conector de Cobre Rosca Exterior 1/2"""""
Plomería,"Conector de Cobre Rosca Exterior 3/4"""""
Plomería,"Conector de Cobre Rosca Interior 1/2"""""
Plomería,"Conector de Cobre Rosca Interior 3/4"""""
Plomería,"Tuerca Unión de Cobre Soldable 1/2"""""
Plomería,"Tuerca Unión de Cobre Soldable 3/4"""""
Plomería,"Tee de Cobre Soldable 1/2"""""
Plomería,"Tee de Cobre Soldable 3/4"""""
Plomería,Tee de Cobre Soldable 1”
Plomería,"Tapón Capa de Cobre 1/2"""""
Plomería,"Tapón Capa de Cobre 3/4"""""
Plomería,"Conector Rosca Interior 1/2"""""
Plomería,"Conector Rosca Interior 3/4"""""
Plomería,"Conector Rosca Exterior 3/4"""""
Plomería,"Conector Rosca Exterior 1/2"""""
Plomería,"Tapón Capa Cu 19 mm 3/4"""""
Plomería,"Codo de Cobre 90° C.C 1"""""
Plomería,"Codo de Cobre 45° C.C 1"""""
Plomería,"Codo Cobre 90° a rosca interior 1/2"""""
Plomería,"Codo Cobre 90° a rosca interior 3/4"""""
Plomería,"Codo Cobre 90° a rosca exterior 1/2"""""
Plomería,"Codo Cobre 45° C.C. 1/2"""""
Plomería,"Codo Cobre 45° C.C. 3/4"""""
Plomería,"Codo de Cobre 90° C.C. 3/4"""""
Plomería,"Codo de Cobre 90° C.C. 1/2"""""
Plomería,"Codo de Cobre 90° C.C. 1/2"""""
Plomería,"Codo 45° Cu 13 mm 1/2"""""
Plomería,"Codo 45° Cu 19 mm 3/4"""""
Plomería,"Codo 90° Cu 13 mm 1/2"""""
Plomería,"Codo 90° Cu 13 mm 1/2"""""
Plomería,"Codo 90° Cu 25 mm 1"""""
Plomería,"Codo 90° Cu 19 mm 3/4"""""
Plomería,"Tee Cobre C.C.C 1"""""
Plomería,"Tee Cobre C.C.C. 1/2"""""
Plomería,"Tee Cobre C.C.C. 3/4"""""
Plomería,"Tee Cu 19 mm 3/4"""""
Plomería,"Tee Cu 13 mm 1/2"""""
Plomería,"Tee Cu 25 mm 1"""""
Plomería,"Tuerca unión Cobre 3/4"""""
Plomería,"Tuerca unión Cobre 1"""""
Plomería,"Red. Bushing Cu 19 x 13 mm 3/4"""" x 1/2"""""
Plomería,"Tapon Capa Cu 13 mm 1/2"""""
"Aseo, Baños y Cocinas",Coladera Universal Push
"Aseo, Baños y Cocinas",Cespol Bote Compakto Clasico
"Aseo, Baños y Cocinas",Flexidesagüe 1.50 C/ Chupones
"Aseo, Baños y Cocinas","Coladera Sanitario PVC 110mm - 4"""""
"Aseo, Baños y Cocinas",Coladera Universal Clásica C/Cub y Bisel
"Aseo, Baños y Cocinas",Juego De Herrajes C/Descarga De 3''
"Aseo, Baños y Cocinas","Juego De Herrajes Zero Fugas C/Val 8.5""""Caja"
"Aseo, Baños y Cocinas",Juego De Herrajes Zero Fugas C/Flexi-Sapo
"Aseo, Baños y Cocinas",Extensión-Trampa Jumbo P/ Freg Flex de 80cm
